"","id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","fdr"
"696","ebi-a-GCST005838","CRIP2","CRIP2","Stroke","Inverse variance weighted",17,-0.00731618720116684,0.0367447145774057,0.842177825507677,0.926627165259346
"698","ebi-a-GCST005838","CSF1","CSF1","Stroke","Wald ratio",1,0.547138709677419,0.118467903225806,3.86607329949857e-06,0.000112476692107174
"699","ebi-a-GCST005838","CSF2RA","CSF2RA","Stroke","Wald ratio",1,0.794472580645161,0.122841612903226,9.96673301641902e-11,6.21813398746586e-09
"700","ebi-a-GCST005838","CSF3","CSF3","Stroke","Wald ratio",1,-0.152613480055021,0.143094910591472,0.286188970996165,0.583950207439869
"703","ebi-a-GCST005838","CTRB1","CTRB1","Stroke","Wald ratio",1,0.0434004126547455,0.132343191196699,0.742958248584853,0.882650358669663
"704","ebi-a-GCST005838","CTSB","CTSB","Stroke","Inverse variance weighted",17,-0.0150592883487544,0.0421033051159082,0.720586745179881,0.871627439505608
"706","ebi-a-GCST005838","CTSH","CTSH","Stroke","Wald ratio",1,-0.178669876203576,0.0914774415405777,0.0508009027071213,0.241852755504231
"707","ebi-a-GCST005838","CTSL","CTSL","Stroke","Wald ratio",1,0.067044704264099,0.138753782668501,0.628959484150292,0.825535580067746
"709","ebi-a-GCST005838","CTSS","CTSS","Stroke","Wald ratio",1,0.26602613480055,0.148744154057772,0.0736983934858234,0.300089680120862
"710","ebi-a-GCST005838","CX3CL1","CX3CL1","Stroke","Wald ratio",1,-0.045395598349381,0.141969738651994,0.749153718002769,0.884417236616442
"713","ebi-a-GCST005838","CXCL13","CXCL13","Stroke","Wald ratio",1,0.0523229711141678,0.144068775790922,0.716470047685147,0.869645334576762
"714","ebi-a-GCST005838","CXCL16","CXCL16","Stroke","Wald ratio",1,-1.42592258064516,0.114142419354839,8.20490977801991e-36,1.58864028977868e-33
"715","ebi-a-GCST005838","CXCL17","CXCL17","Stroke","Wald ratio",1,-0.268458046767538,0.126791471801926,0.0342327469925573,0.190207271793373
"716","ebi-a-GCST005838","CXCL6","CXCL6","Stroke","Wald ratio",1,0.0633715268225585,0.133738101788171,0.635608330699456,0.827676432485492
"717","ebi-a-GCST005838","CXCL8","CXCL8","Stroke","Inverse variance weighted",4,0.352920220082531,NA,NA,NA
"719","ebi-a-GCST005838","DCBLD2","DCBLD2","Stroke","Wald ratio",1,0.152620357634113,0.134798211829436,0.257544678235884,0.556441293383756
"720","ebi-a-GCST005838","DCTPP1","DCTPP1","Stroke","Wald ratio",1,0.696203225806452,0.117109193548387,2.76614414730447e-09,1.37450437054111e-07
"722","ebi-a-GCST005838","DDAH1","DDAH1","Stroke","Inverse variance weighted",2,0.170695156652356,0.170224942574929,0.315975557833152,0.61053088686619
"723","ebi-a-GCST005838","DDR1","DDR1","Stroke","Wald ratio",1,0.0696148387096774,0.112563870967742,0.53628042923014,0.76969916299784
"724","ebi-a-GCST005838","DEFB4A_DEFB4B","DEFB4A_DEFB4B","Stroke","Inverse variance weighted",2,0.148718684803294,0.121533211585293,0.221070096693474,0.520683134619906
"725","ebi-a-GCST005838","DKKL1","DKKL1","Stroke","Inverse variance weighted",17,-0.00314548274241009,0.0220759931576729,0.886697468519731,0.948755482786413
"726","ebi-a-GCST005838","DLK1","DLK1","Stroke","Inverse variance weighted",17,0.00137229012522084,0.0379428690523764,0.971148980812454,0.986613392604538
"728","ebi-a-GCST005838","DPT","DPT","Stroke","Inverse variance weighted",17,0.0531806947859121,0.0314508745903164,0.0908534074113845,0.340573192248715
"730","ebi-a-GCST005838","DSC2","DSC2","Stroke","Wald ratio",1,0.955796774193548,0.116347258064516,2.12102734602816e-16,1.92089815289486e-14
"731","ebi-a-GCST005838","DSG2","DSG2","Stroke","Wald ratio",1,0.0207685006877579,0.135852819807428,0.878496846262495,0.94492271728958
"732","ebi-a-GCST005838","DSG3","DSG3","Stroke","Wald ratio",1,0.0915458046767538,0.132199724896836,0.488635280608508,0.737769647601787
"736","ebi-a-GCST005838","EGFL7","EGFL7","Stroke","Inverse variance weighted",17,0.0286915490594095,0.046682144108356,0.538808962700577,0.771002121703297
"737","ebi-a-GCST005838","EGLN1","EGLN1","Stroke","Wald ratio",1,0.113916506189821,0.140050894085282,0.41599240598039,0.688182673918179
"738","ebi-a-GCST005838","ELOA","ELOA","Stroke","Wald ratio",1,0.0863455295735901,0.14042090784044,0.538617407761326,0.771002121703297
"739","ebi-a-GCST005838","ENPP7","ENPP7","Stroke","Wald ratio",1,-0.0699521320495186,0.110246492434663,0.525750231505649,0.763800142277935
"740","ebi-a-GCST005838","ENTPD6","ENTPD6","Stroke","Wald ratio",1,0.0312773039889959,0.125088858321871,0.802555884568868,0.909542223721033
"741","ebi-a-GCST005838","EPHA1","EPHA1","Stroke","Inverse variance weighted",17,0.0488286263780895,0.032804875173681,0.136630572413035,0.420142751423435
"742","ebi-a-GCST005838","EPHB4","EPHB4","Stroke","Wald ratio",1,-0.0394958064516129,0.115723064516129,0.732880840674427,0.877690551278635
"743","ebi-a-GCST005838","EPS8L2","EPS8L2","Stroke","Wald ratio",1,-0.124113067400275,0.138643741403026,0.370683306916894,0.651334589082537
"744","ebi-a-GCST005838","ERBB2","ERBB2","Stroke","Inverse variance weighted",17,-0.0698843402992801,0.0332563784402874,0.0356074856225647,0.195250031026075
"745","ebi-a-GCST005838","ERBB4","ERBB4","Stroke","Wald ratio",1,-0.274870701513067,0.136528198074278,0.0440842486600718,0.22251625124845
"746","ebi-a-GCST005838","ESM1","ESM1","Stroke","Wald ratio",1,0.128711829436039,0.140436038514443,0.359396494289003,0.646784449439087
"748","ebi-a-GCST005838","F3","F3","Stroke","Wald ratio",1,-0.12694401650619,0.130925722145805,0.332251868478992,0.625012043937734
"749","ebi-a-GCST005838","F7","F7","Stroke","Inverse variance weighted",2,-0.0388126860400572,0.146117651177554,0.790527054948797,0.904619864255093
"750","ebi-a-GCST005838","F9","F9","Stroke","Inverse variance weighted",17,0.0657289423163532,0.0385715012071848,0.0883660527218659,0.335707297722109
"751","ebi-a-GCST005838","FABP1","FABP1","Stroke","Inverse variance weighted",17,0.0229826624761172,0.034616851373481,0.506744426839319,0.749706015576612
"752","ebi-a-GCST005838","FABP4","FABP4","Stroke","Inverse variance weighted",17,-0.0321822290834185,0.0397027260314597,0.41760700138581,0.688521182920046
"753","ebi-a-GCST005838","FAP","FAP","Stroke","Wald ratio",1,-0.724425806451613,0.116321290322581,4.7302843785182e-10,2.55389872936343e-08
"754","ebi-a-GCST005838","FAS","FAS","Stroke","Inverse variance weighted",17,0.00338506231065133,0.0325953342431839,0.917287489517489,0.962723224979571
"756","ebi-a-GCST005838","FBP1","FBP1","Stroke","Wald ratio",1,0.0797159559834938,0.140143053645117,0.569479345561548,0.789149135342825
"758","ebi-a-GCST005838","FCGR2B","FCGR2B","Stroke","Wald ratio",1,-0.395566129032258,0.115876451612903,0.000640897682242724,0.00901914908720024
"759","ebi-a-GCST005838","FCN2","FCN2","Stroke","Inverse variance weighted",2,-0.0450728774513421,0.117012544719505,0.700091489503992,0.860178055484664
"764","ebi-a-GCST005838","FETUB","FETUB","Stroke","Inverse variance weighted",2,0.134473608503971,0.08629202804131,0.119149131058679,0.393811238273089
"766","ebi-a-GCST005838","FGFR2","FGFR2","Stroke","Inverse variance weighted",17,-0.028353485226587,0.0413534299537898,0.492941378757104,0.739873253600945
"767","ebi-a-GCST005838","FLT3","FLT3","Stroke","Wald ratio",1,0.0311061898211829,0.145738651994498,0.830985218266469,0.921766495568199
"768","ebi-a-GCST005838","FLT4","FLT4","Stroke","Inverse variance weighted",2,0.223199775093235,0.0821124377528558,0.00656339287060208,0.0562648106388255
"769","ebi-a-GCST005838","FMNL1","FMNL1","Stroke","Wald ratio",1,0.203625859697387,0.144920220082531,0.159994706798258,0.449409844258238
"770","ebi-a-GCST005838","FOLR1","FOLR1","Stroke","Wald ratio",1,-0.267441540577717,0.136328060522696,0.0497916249583658,0.239161654526282
"771","ebi-a-GCST005838","FOLR2","FOLR2","Stroke","Wald ratio",1,0.107170967741935,0.115195967741935,0.352197090489608,0.638961765137044
"772","ebi-a-GCST005838","FRZB","FRZB","Stroke","Wald ratio",1,0.881812903225807,0.107619193548387,2.53051647903614e-16,2.25537302060126e-14
"773","ebi-a-GCST005838","FSTL3","FSTL3","Stroke","Inverse variance weighted",17,-0.0133118149958067,0.0342674242930588,0.697669358887734,0.858893543116559
"776","ebi-a-GCST005838","GALNT3","GALNT3","Stroke","Wald ratio",1,0.127971526822558,0.138127922971114,0.354201216492517,0.640940970224132
"778","ebi-a-GCST005838","GDF15","GDF15","Stroke","Inverse variance weighted",17,0.0167441050927211,0.029046672634366,0.564307551857127,0.785110569355308
"779","ebi-a-GCST005838","GFER","GFER","Stroke","Wald ratio",1,0.444895161290323,0.119965967741935,0.000208481260111272,0.0035798846346324
"780","ebi-a-GCST005838","GFRA1","GFRA1","Stroke","Inverse variance weighted",17,0.0033191531327923,0.0415652556573819,0.936353352513905,0.970784119909389
"781","ebi-a-GCST005838","GGH","GGH","Stroke","Inverse variance weighted",2,-0.0614412414130036,0.190703785521612,0.747315160073409,0.884317431558084
"782","ebi-a-GCST005838","GGT1","GGT1","Stroke","Inverse variance weighted",17,-0.023165107523583,0.0345812300831555,0.502937366799226,0.746727315567041
"783","ebi-a-GCST005838","GLO1","GLO1","Stroke","Wald ratio",1,0.0696632737276479,0.140035763411279,0.618859251805048,0.818971175791973
"784","ebi-a-GCST005838","GNLY","GNLY","Stroke","Wald ratio",1,-0.0617709766162311,0.127335213204952,0.627601709430716,0.82451651812201
"790","ebi-a-GCST005838","GSTA1","GSTA1","Stroke","Inverse variance weighted",17,0.0268607259365318,0.0346587701091052,0.43833660605558,0.704327927605518
"791","ebi-a-GCST005838","GSTA3","GSTA3","Stroke","Inverse variance weighted",17,0.0378864239070121,0.0402483993718769,0.346543434505213,0.634085551402232
"792","ebi-a-GCST005838","GUSB","GUSB","Stroke","Inverse variance weighted",2,0.151378279424387,0.138929658614733,0.275887722842848,0.574742098589297
"795","ebi-a-GCST005838","HAVCR1","HAVCR1","Stroke","Inverse variance weighted",17,0.008007371259451,0.0360420951484634,0.824183728872684,0.919513791359958
"798","ebi-a-GCST005838","HMOX2","HMOX2","Stroke","Wald ratio",1,0.0565880330123796,0.144995873452545,0.696334388091147,0.858421714323259
"799","ebi-a-GCST005838","HNMT","HNMT","Stroke","Inverse variance weighted",2,0.119081816026562,0.0787839868503849,0.130661690587548,0.41105778376105
"800","ebi-a-GCST005838","HS3ST3B1","HS3ST3B1","Stroke","Wald ratio",1,-0.15541265474553,0.13843878954608,0.261603518739585,0.560848413595254
"801","ebi-a-GCST005838","HS6ST1","HS6ST1","Stroke","Wald ratio",1,0.862087096774194,0.116669838709677,1.47806989812249e-13,1.09202137867866e-11
"802","ebi-a-GCST005838","HSD11B1","HSD11B1","Stroke","Inverse variance weighted",17,-0.0429871589272337,0.0441551816614588,0.330281352171879,0.625012043937734
"803","ebi-a-GCST005838","HSPG2","HSPG2","Stroke","Inverse variance weighted",17,-0.00800058849092281,0.0393582175808531,0.838919165116525,0.925266374411566
"804","ebi-a-GCST005838","HYAL1","HYAL1","Stroke","Inverse variance weighted",17,-0.0383925342963289,0.0352701344455395,0.276362015144016,0.574943577263301
"805","ebi-a-GCST005838","HYOU1","HYOU1","Stroke","Wald ratio",1,-0.116424838709677,0.118442258064516,0.325623648759607,0.620164015258681
"808","ebi-a-GCST005838","ICAM4","ICAM4","Stroke","Wald ratio",1,0.0281467675378267,0.122470426409904,0.818227746110749,0.916486892960673
"809","ebi-a-GCST005838","ICOSLG","ICOSLG","Stroke","Wald ratio",1,-0.0662510316368638,0.137883081155433,0.630881126161471,0.826683850277204
"811","ebi-a-GCST005838","IFNGR2","IFNGR2","Stroke","Wald ratio",1,-0.098569325997249,0.103650618982118,0.341616192126335,0.629780218539809
"814","ebi-a-GCST005838","IGF1R","IGF1R","Stroke","Wald ratio",1,-0.0492213204951857,0.134679642365887,0.714760865069003,0.868509469240955
"815","ebi-a-GCST005838","IGFBP1","IGFBP1","Stroke","Wald ratio",1,-0.0325970967741935,0.118328225806452,0.782947248262277,0.901055298010388
"816","ebi-a-GCST005838","IGFBP2","IGFBP2","Stroke","Inverse variance weighted",17,0.055651353395876,0.0403834625343705,0.168180796383328,0.459083700385216
"817","ebi-a-GCST005838","IGFBP4","IGFBP4","Stroke","Inverse variance weighted",17,0.0127771887747219,0.0352731432093394,0.717175966138925,0.870314037145033
"818","ebi-a-GCST005838","IGFBP6","IGFBP6","Stroke","Wald ratio",1,-0.157485322580645,0.105063709677419,0.133886418636162,0.416626025749977
"820","ebi-a-GCST005838","IGFBPL1","IGFBPL1","Stroke","Wald ratio",1,-0.336204838709677,0.105969516129032,0.00151051298031923,0.0179313538784196
"821","ebi-a-GCST005838","IGSF3","IGSF3","Stroke","Wald ratio",1,-0.0779341935483871,0.118109193548387,0.509350950793881,0.751288958427949
"823","ebi-a-GCST005838","IL10","IL10","Stroke","Wald ratio",1,0.0441156808803301,0.145880330123796,0.762339478968059,0.890044175035421
"824","ebi-a-GCST005838","IL10RB","IL10RB","Stroke","Wald ratio",1,0.153002419354839,0.108879516129032,0.1599483722967,0.449409844258238
"827","ebi-a-GCST005838","IL12RB1","IL12RB1","Stroke","Wald ratio",1,0.0990972489683631,0.138136176066025,0.473134659857949,0.726655119010499
"828","ebi-a-GCST005838","IL13RA1","IL13RA1","Stroke","Wald ratio",1,-0.261987096774194,0.12147564516129,0.0310286793223741,0.177789825960469
"830","ebi-a-GCST005838","IL17RB","IL17RB","Stroke","Inverse variance weighted",2,0.214779616380408,0.112570090868834,0.0563959433908615,0.25765925316492
"834","ebi-a-GCST005838","IL1RAP","IL1RAP","Stroke","Wald ratio",1,-0.00841759284731775,0.0923734525447043,0.927392734977976,0.966575415348736
"837","ebi-a-GCST005838","IL5RA","IL5RA","Stroke","Wald ratio",1,0.36696935483871,0.107481612903226,0.000639572961146186,0.00901914908720024
"838","ebi-a-GCST005838","IL6","IL6","Stroke","Inverse variance weighted",68,0.0191770498362995,0.0195744852844099,0.327236077548267,0.621403832561572
"840","ebi-a-GCST005838","IL7R","IL7R","Stroke","Wald ratio",1,0.0435196698762036,0.111376616231087,0.695986967510938,0.858327876690955
"841","ebi-a-GCST005838","INHBC","INHBC","Stroke","Inverse variance weighted",17,-0.0382482146736012,0.0378346942796383,0.312050096377324,0.607407582273936
"842","ebi-a-GCST005838","ITGA11","ITGA11","Stroke","Wald ratio",1,-0.25991196698762,0.139474552957359,0.0623908061302136,0.274869302191152
"844","ebi-a-GCST005838","ITGAM","ITGAM","Stroke","Wald ratio",1,-0.179826685006878,0.141138927097662,0.202624016634663,0.500763139702302
"845","ebi-a-GCST005838","ITGAV","ITGAV","Stroke","Wald ratio",1,-0.389568088033012,0.135816093535076,0.00412618837828197,0.0397789714592927
"846","ebi-a-GCST005838","ITGB1","ITGB1","Stroke","Wald ratio",1,-0.028749105914718,0.138089408528198,0.835079078707417,0.92351455738505
"848","ebi-a-GCST005838","JAM2","JAM2","Stroke","Wald ratio",1,-0.862640322580645,0.114597580645161,5.16967081109739e-14,3.97639748004272e-12
"849","ebi-a-GCST005838","KDR","KDR","Stroke","Wald ratio",1,-0.606214516129032,0.105468548387097,9.03999595058849e-09,4.12679489939466e-07
"850","ebi-a-GCST005838","KEL","KEL","Stroke","Wald ratio",1,0.02163507565337,0.131375103163686,0.869194519631749,0.940207143086714
"852","ebi-a-GCST005838","KIT","KIT","Stroke","Wald ratio",1,-0.12224704264099,0.136297386519945,0.369764775677416,0.651062335944799
"854","ebi-a-GCST005838","KLK10","KLK10","Stroke","Inverse variance weighted",17,-0.0578141575002559,0.0418900311134188,0.167543176337608,0.457914122466409
"855","ebi-a-GCST005838","KLK11","KLK11","Stroke","Inverse variance weighted",17,-0.035569100737749,0.0398120757947539,0.371629660989348,0.651571307221556
"856","ebi-a-GCST005838","KLK4","KLK4","Stroke","Wald ratio",1,0.0591283356258597,0.113844704264099,0.603497777302784,0.809383739893548
"857","ebi-a-GCST005838","KLK8","KLK8","Stroke","Inverse variance weighted",17,0.0191702621435395,0.0386772956059029,0.62014391326158,0.820091397306587
"859","ebi-a-GCST005838","KRT18","KRT18","Stroke","Inverse variance weighted",17,0.0653499018372877,0.0437800073871761,0.135518815134743,0.418097882956913
"861","ebi-a-GCST005838","L1CAM","L1CAM","Stroke","Wald ratio",1,-0.194496561210454,0.13511568088033,0.150014067727552,0.437573501449457
"863","ebi-a-GCST005838","LAIR1","LAIR1","Stroke","Wald ratio",1,0.785546774193548,0.104792903225806,6.57030711450206e-14,4.98544249296339e-12
"864","ebi-a-GCST005838","LAMP2","LAMP2","Stroke","Wald ratio",1,0.102480161290323,0.119797580645161,0.392305210338682,0.667513259409606
"865","ebi-a-GCST005838","LAYN","LAYN","Stroke","Wald ratio",1,0.151434662998624,0.132713067400275,0.253841536833418,0.553949050726073
"866","ebi-a-GCST005838","LBP","LBP","Stroke","Wald ratio",1,0.176242090784044,0.128756533700138,0.171061442825465,0.46311957640549
"867","ebi-a-GCST005838","LDLR","LDLR","Stroke","Inverse variance weighted",17,-0.0360689508995172,0.0352328776713784,0.305962861066164,0.60255607834476
"868","ebi-a-GCST005838","LEP","LEP","Stroke","Inverse variance weighted",17,0.0122974166420575,0.0306328169135471,0.688091912249311,0.853465007130524
"869","ebi-a-GCST005838","LEPR","LEPR","Stroke","Wald ratio",1,0.230467741935484,0.117586290322581,0.0499971690997398,0.239943679055589
"871","ebi-a-GCST005838","LGALS4","LGALS4","Stroke","Wald ratio",1,0.197365887207703,0.129702613480055,0.128089253613423,0.408663026024123
"872","ebi-a-GCST005838","LGALS7_LGALS7B","LGALS7_LGALS7B","Stroke","Inverse variance weighted",17,0.0057563380692367,0.040613143155831,0.887288662364087,0.949051864076617
"874","ebi-a-GCST005838","LGMN","LGMN","Stroke","Wald ratio",1,0.1429477303989,0.13837689133425,0.301589012950223,0.597965779127863
"875","ebi-a-GCST005838","LIF","LIF","Stroke","Wald ratio",1,-0.0114444429160935,0.147851444291609,0.938301353228956,0.97119405504554
"880","ebi-a-GCST005838","LILRB4","LILRB4","Stroke","Wald ratio",1,0.873633870967742,0.102638225806452,1.71285154436911e-17,1.65821748648837e-15
"881","ebi-a-GCST005838","LPL","LPL","Stroke","Wald ratio",1,0.024163136176066,0.120404676753783,0.840946684330441,0.926295592847782
"882","ebi-a-GCST005838","LRP11","LRP11","Stroke","Wald ratio",1,-0.546729032258065,0.107932419354839,4.07382047170099e-07,1.45697464640771e-05
"883","ebi-a-GCST005838","LRPAP1","LRPAP1","Stroke","Wald ratio",1,0.381625806451613,0.101350161290323,0.000166270128818543,0.00293403267820117
"885","ebi-a-GCST005838","LRRN1","LRRN1","Stroke","Wald ratio",1,-0.0338519944979367,0.12193356258597,0.781299047904243,0.90050644023615
"886","ebi-a-GCST005838","LTA","LTA","Stroke","Wald ratio",1,0.206050894085282,0.118687895460798,0.0825508631600283,0.322912621942417
"887","ebi-a-GCST005838","LTBP3","LTBP3","Stroke","Inverse variance weighted",17,-0.0404481468882903,0.0328903868655364,0.218777142982788,0.518326437910698
"890","ebi-a-GCST005838","LYPD3","LYPD3","Stroke","Wald ratio",1,0.264427419354839,0.109242741935484,0.0154970868081776,0.108906310923551
"892","ebi-a-GCST005838","MANSC1","MANSC1","Stroke","Wald ratio",1,0.0398935350756534,0.143222833562586,0.780596540105337,0.90050644023615
"894","ebi-a-GCST005838","MASP1","MASP1","Stroke","Wald ratio",1,0.405709677419355,0.114897741935484,0.000413913418782004,0.00633276252441677
"895","ebi-a-GCST005838","MATN2","MATN2","Stroke","Inverse variance weighted",17,0.0171863233120226,0.0366425942190283,0.639051170373653,0.829809907627786
"896","ebi-a-GCST005838","MATN3","MATN3","Stroke","Inverse variance weighted",17,-0.131452906441904,0.03490825145961,0.000166103990386164,0.00293403267820117
"897","ebi-a-GCST005838","MCAM","MCAM","Stroke","Wald ratio",1,0.0572442916093535,0.136508665749656,0.674963664730564,0.846691097473433
"898","ebi-a-GCST005838","MDK","MDK","Stroke","Wald ratio",1,0.0363570839064649,0.142359009628611,0.798421804445274,0.908621490060845
"899","ebi-a-GCST005838","MEGF9","MEGF9","Stroke","Wald ratio",1,-0.0531700137551582,0.140059147180193,0.704223482309872,0.86178617846749
"901","ebi-a-GCST005838","MFAP5","MFAP5","Stroke","Wald ratio",1,-0.407988709677419,0.117470483870968,0.000514451441597696,0.00760169695939754
"902","ebi-a-GCST005838","MFGE8","MFGE8","Stroke","Inverse variance weighted",17,-0.00949800634833045,0.0420691659693139,0.821379372937908,0.91815206964622
"903","ebi-a-GCST005838","MICB_MICA","MICB_MICA","Stroke","Wald ratio",1,0.417987096774194,0.0595896774193548,2.30902813235416e-12,1.60064110656403e-10
"904","ebi-a-GCST005838","MME","MME","Stroke","Inverse variance weighted",17,0.00986395941180226,0.0322552767921291,0.75974994639003,0.888694257250677
"905","ebi-a-GCST005838","MMP10","MMP10","Stroke","Wald ratio",1,-0.0968724193548387,0.113549032258065,0.393585588130884,0.66908358381923
"906","ebi-a-GCST005838","MMP12","MMP12","Stroke","Wald ratio",1,0.356466299862448,0.123519944979367,0.00390295236518566,0.0382462086047426
"907","ebi-a-GCST005838","MMP7","MMP7","Stroke","Inverse variance weighted",17,-0.0113178553635085,0.035102803844523,0.747134333017887,0.884317431558084
"908","ebi-a-GCST005838","MMP9","MMP9","Stroke","Inverse variance weighted",17,0.018106781008586,0.0448724256791153,0.686568022718593,0.852782484524296
"909","ebi-a-GCST005838","MOG","MOG","Stroke","Wald ratio",1,0.0313909677419355,0.113063709677419,0.781288999034014,0.90050644023615
"912","ebi-a-GCST005838","MSTN","MSTN","Stroke","Wald ratio",1,-0.663920967741936,0.111290483870968,2.43650115084601e-09,1.22151374660717e-07
"913","ebi-a-GCST005838","MVK","MVK","Stroke","Wald ratio",1,0.0785367262723521,0.143510316368638,0.584203611956333,0.798161604756704
"915","ebi-a-GCST005838","NCAM2","NCAM2","Stroke","Wald ratio",1,0.01298507565337,0.126489133425034,0.918234696029616,0.962817519739738
"916","ebi-a-GCST005838","NCAN","NCAN","Stroke","Wald ratio",1,0.251638709677419,0.111286129032258,0.023747701226101,0.149314654605906
"918","ebi-a-GCST005838","NCS1","NCS1","Stroke","Inverse variance weighted",2,-0.371956387033726,0.153798673907116,0.0155862348382221,0.109160103384215
"919","ebi-a-GCST005838","NELL1","NELL1","Stroke","Wald ratio",1,-0.0360174690508941,0.134931224209078,0.789521474987352,0.904542559080592
"921","ebi-a-GCST005838","NOMO1","NOMO1","Stroke","Inverse variance weighted",2,0.153105139811588,0.096069984727388,0.111006964302204,0.376618794294183
"923","ebi-a-GCST005838","NOTCH3","NOTCH3","Stroke","Wald ratio",1,-0.185986244841816,0.134466850068776,0.166622476663781,0.456724987314759
"925","ebi-a-GCST005838","NPPB","NPPB","Stroke","Wald ratio",1,0.0223220082530949,0.141504814305365,0.874655894439792,0.942828344649535
"926","ebi-a-GCST005838","NPTX1","NPTX1","Stroke","Wald ratio",1,-0.23478064516129,0.104472903225806,0.0246216618783388,0.152258404677172
"927","ebi-a-GCST005838","NPTXR","NPTXR","Stroke","Wald ratio",1,-0.143558459422283,0.130981843191197,0.273070891968447,0.572124275523445
"928","ebi-a-GCST005838","NPY","NPY","Stroke","Inverse variance weighted",2,0.0329747705472536,0.172471137865959,0.848376675725119,0.92982207794508
"929","ebi-a-GCST005838","NRCAM","NRCAM","Stroke","Wald ratio",1,0.00201599724896836,0.144101788170564,0.988837885841189,0.995218628606968
"930","ebi-a-GCST005838","NRP2","NRP2","Stroke","Wald ratio",1,0.391991935483871,0.114472096774194,0.000616283621867786,0.00873846600198893
"931","ebi-a-GCST005838","NT5E","NT5E","Stroke","Inverse variance weighted",17,0.00520103208200746,0.039208004387693,0.894468366000277,0.951174058787688
"933","ebi-a-GCST005838","NTRK2","NTRK2","Stroke","Wald ratio",1,-0.759443548387097,0.11772935483871,1.11292274774311e-10,6.79245785714953e-09
"935","ebi-a-GCST005838","NUCB2","NUCB2","Stroke","Wald ratio",1,0.834241935483871,0.114585161290323,3.32484746034973e-13,2.39346390895689e-11
"936","ebi-a-GCST005838","OGN","OGN","Stroke","Wald ratio",1,-0.112620967741935,0.100841290322581,0.264073849149025,0.563792647517785
"937","ebi-a-GCST005838","OMD","OMD","Stroke","Wald ratio",1,0.00420524193548387,0.115054838709677,0.97084389715323,0.986613392604538
"940","ebi-a-GCST005838","OSMR","OSMR","Stroke","Wald ratio",1,0.140122258064516,0.101913387096774,0.169157757424745,0.460630847691534
"941","ebi-a-GCST005838","OXT","OXT","Stroke","Inverse variance weighted",17,0.013908039819247,0.0330603389591105,0.673983986498454,0.846291989031579
"942","ebi-a-GCST005838","P4HB","P4HB","Stroke","Wald ratio",1,-0.0337341127922971,0.144027510316369,0.814814246585563,0.914853428229941
"943","ebi-a-GCST005838","PAG1","PAG1","Stroke","Wald ratio",1,0.172594222833563,0.146023383768913,0.237220420147904,0.536689005632327
"944","ebi-a-GCST005838","PAMR1","PAMR1","Stroke","Inverse variance weighted",17,0.0196888810263619,0.0424276401481704,0.642606272926657,0.831007421115425
"946","ebi-a-GCST005838","PBLD","PBLD","Stroke","Wald ratio",1,-0.0327734525447043,0.137039202200825,0.810986288219198,0.912928630383079
"947","ebi-a-GCST005838","PCOLCE","PCOLCE","Stroke","Inverse variance weighted",17,0.0838197165243608,0.0547232114385537,0.12559569938672,0.404369181225018
"950","ebi-a-GCST005838","PEAR1","PEAR1","Stroke","Wald ratio",1,-0.122813342503439,0.140389270976616,0.381679604120319,0.660237516061488
"951","ebi-a-GCST005838","PECAM1","PECAM1","Stroke","Wald ratio",1,0.878883870967742,0.114261451612903,1.45003490552594e-14,1.16313514207545e-12
"953","ebi-a-GCST005838","PI3","PI3","Stroke","Inverse variance weighted",2,0.219824904625618,0.0861917233084367,0.0107593895637056,0.0835426183856125
"954","ebi-a-GCST005838","PIGR","PIGR","Stroke","Wald ratio",1,-0.166669876203576,0.144134800550206,0.247539160237797,0.548296798712122
"958","ebi-a-GCST005838","PLA2G7","PLA2G7","Stroke","Wald ratio",1,-0.170220082530949,0.136437826685007,0.212176907242819,0.513301738116514
"959","ebi-a-GCST005838","PLAT","PLAT","Stroke","Inverse variance weighted",17,-0.089413419574397,0.0364337124050773,0.0141222111182642,0.102185844625069
"961","ebi-a-GCST005838","PLIN1","PLIN1","Stroke","Inverse variance weighted",17,-0.0501247671519128,0.0358602994526998,0.162179495656993,0.452049926671301
"962","ebi-a-GCST005838","PLTP","PLTP","Stroke","Wald ratio",1,0.00676354883081155,0.133778266850069,0.959677807294088,0.983367860871416
"963","ebi-a-GCST005838","PLXDC1","PLXDC1","Stroke","Wald ratio",1,-0.30977166437414,0.141470426409904,0.0285491449494687,0.167681431894631
"965","ebi-a-GCST005838","POLR2F","POLR2F","Stroke","Wald ratio",1,0.866772580645161,0.11874,2.88298114170364e-13,2.10232975463194e-11
"966","ebi-a-GCST005838","PON3","PON3","Stroke","Inverse variance weighted",17,-0.0268460377858404,0.0385332691176463,0.485992033932012,0.736530437389541
"969","ebi-a-GCST005838","PRDX6","PRDX6","Stroke","Inverse variance weighted",17,0.0209199790466377,0.035072258800014,0.550853123336391,0.775586832380601
"971","ebi-a-GCST005838","PRSS2","PRSS2","Stroke","Wald ratio",1,-0.00080158734525447,0.142910591471802,0.995524678704827,0.997798712192937
"972","ebi-a-GCST005838","PRSS27","PRSS27","Stroke","Wald ratio",1,0.0192393397524072,0.130079779917469,0.882418410144221,0.946471704481338
