"","id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","fdr"
"4316","ieu-a-985","WFIKKN1","WFIKKN1","Lung cancer (ever smokers)","Inverse variance weighted",2,-0.089755404260304,0.0794145571666175,0.258386274436279,0.557371852078258
"4317","ieu-a-985","WFIKKN2","WFIKKN2","Lung cancer (ever smokers)","Inverse variance weighted",10,-0.0241313495184782,0.0224026021772697,0.281405550705765,0.580916237945908
"4318","ieu-a-985","WIF1","WIF1","Lung cancer (ever smokers)","Inverse variance weighted",2,-0.0900259958284169,0.061259107006461,0.141671835952331,0.427451563069501
"4319","ieu-a-985","XCL1","XCL1","Lung cancer (ever smokers)","Wald ratio",1,-0.0120423185959822,0.0234982233582191,0.608316630099481,0.811966547989058
"4320","ieu-a-985","ZBTB16","ZBTB16","Lung cancer (ever smokers)","Inverse variance weighted",2,0.016286612418277,0.0670996019444388,0.808220037990142,0.911642328910135
"4325","ieu-a-989","ADAM15","ADAM15","Squamous cell lung cancer","Inverse variance weighted",2,0.0258631046690669,0.033998158015327,0.446823871197217,0.710741086904355
"4326","ieu-a-989","ADAM8","ADAM8","Squamous cell lung cancer","Inverse variance weighted",2,-0.0364793180046445,0.0367721219515847,0.321179311381823,0.616572851375614
"4328","ieu-a-989","ADGRG2","ADGRG2","Squamous cell lung cancer","Inverse variance weighted",9,-0.0331873913959385,0.0182487427257496,0.068970571383656,0.287932905813553
"4329","ieu-a-989","ADH4","ADH4","Squamous cell lung cancer","Wald ratio",1,0.0594527671591418,0.0509620139821607,0.243368124855096,0.54399363895755
"4332","ieu-a-989","AGR2","AGR2","Squamous cell lung cancer","Inverse variance weighted",2,-0.11266431842617,0.0391704485424041,0.00402420559395212,0.0390932775260227
"4333","ieu-a-989","AGRN","AGRN","Squamous cell lung cancer","Inverse variance weighted",9,0.00797622250251977,0.0161007080589776,0.620320787211122,0.820132145088404
"4334","ieu-a-989","AGXT","AGXT","Squamous cell lung cancer","Wald ratio",1,-0.0444906154217033,0.0510110548610394,0.383112395547297,0.660477771261306
"4336","ieu-a-989","AMBP","AMBP","Squamous cell lung cancer","Wald ratio",1,-0.116912215449254,0.0496737955022902,0.0185926360071205,0.125631753333932
"4337","ieu-a-989","AMY2A","AMY2A","Squamous cell lung cancer","Inverse variance weighted",9,-0.0117375421149132,0.0194891463632183,0.547000780891063,0.774318590069353
"4338","ieu-a-989","AMY2B","AMY2B","Squamous cell lung cancer","Inverse variance weighted",9,-0.00869336205278775,0.0214699396772256,0.685544736478621,0.852782484524296
"4341","ieu-a-989","APLP1","APLP1","Squamous cell lung cancer","Inverse variance weighted",2,-0.00380448390282958,0.0382786134547088,0.920829192444323,0.964457361606952
"4342","ieu-a-989","APOH","APOH","Squamous cell lung cancer","Inverse variance weighted",9,0.0182021153193604,0.0177584146818471,0.305370088795102,0.602055143463657
"4343","ieu-a-989","AREG","AREG","Squamous cell lung cancer","Inverse variance weighted",2,-0.0137221609823493,0.0778962361263284,0.860168647819114,0.937106510963199
"4345","ieu-a-989","ASGR1","ASGR1","Squamous cell lung cancer","Inverse variance weighted",9,0.0208020995043077,0.0235130870542429,0.376316817774574,0.655809724334027
"4347","ieu-a-989","BAG3","BAG3","Squamous cell lung cancer","Inverse variance weighted",9,0.00786442602631996,0.0224457453731526,0.726057353019222,0.874351087715332
"4350","ieu-a-989","BLVRB","BLVRB","Squamous cell lung cancer","Inverse variance weighted",3,-0.0636878338335765,0.049852171126259,0.201413853800261,0.498870220153711
"4352","ieu-a-989","BST2","BST2","Squamous cell lung cancer","Inverse variance weighted",9,0.00512665048400667,0.0167370601742627,0.7593721930221,0.888492365871867
"4353","ieu-a-989","BTC","BTC","Squamous cell lung cancer","Inverse variance weighted",9,-0.0423954602898982,0.0222831014848954,0.0570949192553265,0.259510263976169
"4357","ieu-a-989","CA1","CA1","Squamous cell lung cancer","Inverse variance weighted",2,-0.0828557817887589,0.0587466363319971,0.158423987005792,0.447232743655624
"4359","ieu-a-989","CA2","CA2","Squamous cell lung cancer","Inverse variance weighted",3,-0.0527546168241976,0.0297864857297606,0.0765453469749682,0.308765893149746
"4360","ieu-a-989","CA3","CA3","Squamous cell lung cancer","Inverse variance weighted",3,-0.0696416315842345,0.042390170915157,0.100409386577656,0.357496425234903
"4361","ieu-a-989","CA6","CA6","Squamous cell lung cancer","Inverse variance weighted",3,0.00734447663820586,0.0259668368199242,0.777299002697609,0.899740600416388
"4363","ieu-a-989","CARHSP1","CARHSP1","Squamous cell lung cancer","Inverse variance weighted",2,-0.0803701730030773,0.0702412302174038,0.252539774088733,0.552259995674539
"4366","ieu-a-989","CCDC80","CCDC80","Squamous cell lung cancer","Inverse variance weighted",9,0.0163859687089936,0.0160203859866543,0.306393033325129,0.602708910212257
"4374","ieu-a-989","CCS","CCS","Squamous cell lung cancer","Wald ratio",1,0.0147438096222061,0.0488096566449702,0.762600627977811,0.890044175035421
"4376","ieu-a-989","CD109","CD109","Squamous cell lung cancer","Inverse variance weighted",2,-0.0132991305625075,0.0291491570936171,0.648214465875179,0.83479913437824
"4379","ieu-a-989","CD27","CD27","Squamous cell lung cancer","Inverse variance weighted",9,0.034728113628543,0.0202452744766465,0.0862776188364107,0.33000601482728
"4383","ieu-a-989","CD4","CD4","Squamous cell lung cancer","Wald ratio",1,0.102018114819024,0.0506967661948548,0.044186219081393,0.22251625124845
"4386","ieu-a-989","CDCP1","CDCP1","Squamous cell lung cancer","Wald ratio",1,0.0152557082343217,0.0450118813927059,0.734665287802241,0.877690551278635
"4388","ieu-a-989","CDH2","CDH2","Squamous cell lung cancer","Inverse variance weighted",2,-0.0550258395724793,0.0354296684863385,0.120399101530708,0.395885846018518
"4389","ieu-a-989","CDHR2","CDHR2","Squamous cell lung cancer","Inverse variance weighted",9,-0.0195474095572362,0.0173929692137589,0.261068832509795,0.560187727761004
"4392","ieu-a-989","CHGB","CHGB","Squamous cell lung cancer","Inverse variance weighted",9,-0.00902390863578172,0.0179288605828608,0.614741090109195,0.816583750124229
"4393","ieu-a-989","CHI3L1","CHI3L1","Squamous cell lung cancer","Inverse variance weighted",3,-0.0545722196822819,0.0273054389833614,0.0456533583206306,0.226652172387569
"4394","ieu-a-989","CKAP4","CKAP4","Squamous cell lung cancer","Inverse variance weighted",2,-0.00727898685212962,0.0367657952919087,0.843058696414282,0.926627165259346
"4400","ieu-a-989","COL18A1","COL18A1","Squamous cell lung cancer","Wald ratio",1,-0.141037986017839,0.0498243620208699,0.00464457835667658,0.0435563108601947
"4402","ieu-a-989","COL6A3","COL6A3","Squamous cell lung cancer","Inverse variance weighted",9,0.00271123872383387,0.0170787940032073,0.873866757884302,0.942339513255302
"4403","ieu-a-989","COLEC12","COLEC12","Squamous cell lung cancer","Inverse variance weighted",9,0.00517977635288042,0.0178750762067735,0.771987255727355,0.89764101074945
"4408","ieu-a-989","CRH","CRH","Squamous cell lung cancer","Inverse variance weighted",3,0.00922873004502177,0.0302130490822529,0.760019558916785,0.888694257250677
"4409","ieu-a-989","CRHBP","CRHBP","Squamous cell lung cancer","Inverse variance weighted",3,-0.00808790066906926,0.0281353343233256,0.773756929053924,0.898244078833809
"4410","ieu-a-989","CRIM1","CRIM1","Squamous cell lung cancer","Inverse variance weighted",2,-0.0286137632816129,0.0374025922237552,0.444259123017508,0.708467757950385
"4411","ieu-a-989","CRISP2","CRISP2","Squamous cell lung cancer","Inverse variance weighted",9,0.00490254974209528,0.0154011391647617,0.750239303244967,0.884654217274255
"4419","ieu-a-989","CXCL5","CXCL5","Squamous cell lung cancer","Inverse variance weighted",2,0.035362549420826,0.0362515718648846,0.329324049052879,0.624081854685089
"4420","ieu-a-989","CXCL6","CXCL6","Squamous cell lung cancer","Inverse variance weighted",2,0.012948256768418,0.0358398703848897,0.717889550961343,0.870327090386361
"4422","ieu-a-989","DLK1","DLK1","Squamous cell lung cancer","Inverse variance weighted",9,0.0163714437615709,0.0193694769059872,0.397988752873691,0.672330697777957
"4423","ieu-a-989","DNAJB8","DNAJB8","Squamous cell lung cancer","Inverse variance weighted",9,-0.0176879668781638,0.0167131660790481,0.289907152214601,0.586393609396608
"4426","ieu-a-989","ECE1","ECE1","Squamous cell lung cancer","Inverse variance weighted",2,-0.0204390094767718,0.0810940149693379,0.80100944124297,0.909542223721033
"4428","ieu-a-989","EFNA4","EFNA4","Squamous cell lung cancer","Inverse variance weighted",9,0.00307088399150918,0.0161091411970098,0.84881556215645,0.92982207794508
"4429","ieu-a-989","EGFR","EGFR","Squamous cell lung cancer","Inverse variance weighted",2,-0.0733593318061549,0.0369035952395075,0.0468267231134886,0.230238222663957
"4430","ieu-a-989","ENPP5","ENPP5","Squamous cell lung cancer","Inverse variance weighted",9,-0.000213215956131836,0.0166397789823008,0.989776482941574,0.995708899479416
"4431","ieu-a-989","EPHA1","EPHA1","Squamous cell lung cancer","Inverse variance weighted",2,-0.0502621332331419,0.0354516944865464,0.156259702129098,0.444252267065764
"4435","ieu-a-989","ERBB3","ERBB3","Squamous cell lung cancer","Wald ratio",1,0.128358990253814,0.0489584323449392,0.00874679367327322,0.0709149273553843
"4438","ieu-a-989","FABP1","FABP1","Squamous cell lung cancer","Inverse variance weighted",9,0.00989500816457853,0.0200772514437677,0.622120873676939,0.820965618259932
"4439","ieu-a-989","FABP4","FABP4","Squamous cell lung cancer","Inverse variance weighted",9,0.000935118144799841,0.0219589738768147,0.966032525626168,0.985290241747497
"4440","ieu-a-989","FABP9","FABP9","Squamous cell lung cancer","Inverse variance weighted",2,-0.0266238599632133,0.0711961304185738,0.708440815885555,0.864269826537202
"4443","ieu-a-989","FASLG","FASLG","Squamous cell lung cancer","Inverse variance weighted",9,-0.0181709739217854,0.0186667499651343,0.330334325248134,0.625012043937734
"4445","ieu-a-989","FGF21","FGF21","Squamous cell lung cancer","Inverse variance weighted",9,-0.0144600076469159,0.019122898104323,0.449552111487223,0.713060764406993
"4447","ieu-a-989","FGFR2","FGFR2","Squamous cell lung cancer","Inverse variance weighted",9,0.00356381774071642,0.0177680534535299,0.841031329565511,0.926295592847782
"4449","ieu-a-989","FLT4","FLT4","Squamous cell lung cancer","Wald ratio",1,0.132134862416916,0.0443690463890898,0.00290054020328832,0.0307293080027621
"4452","ieu-a-989","FOXO3","FOXO3","Squamous cell lung cancer","Inverse variance weighted",2,0.00203650213817367,0.0393094926628456,0.958682574097848,0.982837804191969
"4458","ieu-a-989","GDF15","GDF15","Squamous cell lung cancer","Inverse variance weighted",9,0.00850488907077265,0.0178605496254894,0.633944050782475,0.826683850277204
"4459","ieu-a-989","GFRA1","GFRA1","Squamous cell lung cancer","Inverse variance weighted",3,-0.0480369300325089,0.0309314104794839,0.120419662420822,0.395885846018518
"4462","ieu-a-989","GLRX","GLRX","Squamous cell lung cancer","Wald ratio",1,-0.00941715741984365,0.0464015566346386,0.839174761555278,0.925366513380378
"4464","ieu-a-989","GP2","GP2","Squamous cell lung cancer","Inverse variance weighted",2,-0.0219374717615087,0.0346179992543429,0.52627576449789,0.764204156358943
"4466","ieu-a-989","GSTA1","GSTA1","Squamous cell lung cancer","Wald ratio",1,0.0241893446292661,0.0506941488445776,0.633246442525111,0.826683850277204
"4467","ieu-a-989","GSTP1","GSTP1","Squamous cell lung cancer","Inverse variance weighted",9,-0.0411883289649273,0.0189008481568649,0.0293183828474252,0.170770456108187
"4470","ieu-a-989","HAO1","HAO1","Squamous cell lung cancer","Wald ratio",1,0.00996797189792334,0.0507427075799842,0.844264642796269,0.926959806122336
"4471","ieu-a-989","HAVCR1","HAVCR1","Squamous cell lung cancer","Wald ratio",1,0.120222474773565,0.042480903674622,0.00465428076867619,0.0435563108601947
"4473","ieu-a-989","HGF","HGF","Squamous cell lung cancer","Inverse variance weighted",9,-0.00574050264468502,0.0157679758079309,0.715812572262118,0.869223095426426
"4476","ieu-a-989","HSP90B1","HSP90B1","Squamous cell lung cancer","Inverse variance weighted",9,-0.0133541024192399,0.0204352131221828,0.513443745747201,0.754708542505376
"4478","ieu-a-989","ICAM2","ICAM2","Squamous cell lung cancer","Wald ratio",1,0.0373504149877742,0.0390479732754761,0.33880638304017,0.628988618533042
"4481","ieu-a-989","IDS","IDS","Squamous cell lung cancer","Inverse variance weighted",2,-0.0781163135088878,0.0384959977375232,0.042437302333329,0.21841013070728
"4482","ieu-a-989","IFNGR1","IFNGR1","Squamous cell lung cancer","Inverse variance weighted",2,-0.0320841054297029,0.0376489972165364,0.394108550283743,0.669567173931382
"4485","ieu-a-989","IGFBP4","IGFBP4","Squamous cell lung cancer","Inverse variance weighted",9,0.000906331416578328,0.0222363917896292,0.967488085539657,0.985642618894909
"4490","ieu-a-989","IL13RA1","IL13RA1","Squamous cell lung cancer","Inverse variance weighted",9,0.0243306570787783,0.0229766424962446,0.289631639788496,0.586236835631605
"4493","ieu-a-989","IL17C","IL17C","Squamous cell lung cancer","Inverse variance weighted",2,0.0012763159510868,0.0385483563557282,0.973587284660083,0.987123980383959
"4494","ieu-a-989","IL17RB","IL17RB","Squamous cell lung cancer","Inverse variance weighted",2,0.00522394012113897,0.0303261896112304,0.8632344076198,0.938080355870946
"4496","ieu-a-989","IL19","IL19","Squamous cell lung cancer","Wald ratio",1,-0.0747418810483177,0.0517259358749182,0.148469269433536,0.435443009486451
"4497","ieu-a-989","IL1RAP","IL1RAP","Squamous cell lung cancer","Inverse variance weighted",9,-0.013498756235971,0.010478161484324,0.197650161112027,0.493905498283948
"4499","ieu-a-989","IL1RN","IL1RN","Squamous cell lung cancer","Inverse variance weighted",9,0.00108013654442866,0.017326399448233,0.950291670427008,0.978882357264291
"4502","ieu-a-989","IL4R","IL4R","Squamous cell lung cancer","Wald ratio",1,-0.057192960705307,0.0504893067465647,0.257309282902749,0.556441293383756
"4504","ieu-a-989","IL6","IL6","Squamous cell lung cancer","Inverse variance weighted",36,0.000502508410489222,0.00896744950192703,0.955312381222307,0.980904604365206
"4505","ieu-a-989","ITGAM","ITGAM","Squamous cell lung cancer","Inverse variance weighted",3,-0.0102372183759913,0.0377261999441048,0.786117491200301,0.903592571768616
"4507","ieu-a-989","ITGB5","ITGB5","Squamous cell lung cancer","Wald ratio",1,0.0304156765506078,0.0509264042428626,0.55034203312212,0.775318545168235
"4510","ieu-a-989","KIT","KIT","Squamous cell lung cancer","Inverse variance weighted",2,-0.037773264654629,0.0366751302063467,0.303037134628215,0.599630665144294
"4511","ieu-a-989","KLB","KLB","Squamous cell lung cancer","Inverse variance weighted",2,-0.0648929439669035,0.0477420477676411,0.174070264844821,0.468019313167452
"4512","ieu-a-989","KLK1","KLK1","Squamous cell lung cancer","Inverse variance weighted",9,-0.00485432314571238,0.0123602529458177,0.69451406951709,0.858099682132822
"4514","ieu-a-989","KLK6","KLK6","Squamous cell lung cancer","Inverse variance weighted",2,0.0610482743576182,0.0379842323898236,0.108010409328201,0.370308771978386
"4516","ieu-a-989","KRT18","KRT18","Squamous cell lung cancer","Inverse variance weighted",9,0.00508168300040915,0.0209336749177842,0.808197834678384,0.911642328910135
"4517","ieu-a-989","KRT19","KRT19","Squamous cell lung cancer","Inverse variance weighted",9,0.0172538287434442,0.0240833168732252,0.473730540207489,0.726973758749673
"4518","ieu-a-989","LAIR1","LAIR1","Squamous cell lung cancer","Inverse variance weighted",2,-0.0177781584732528,0.0584309710603075,0.760930452741167,0.889528023225255
"4519","ieu-a-989","LAMP3","LAMP3","Squamous cell lung cancer","Inverse variance weighted",3,-0.026437701080188,0.0293997956955518,0.368520694243044,0.650527462877161
"4521","ieu-a-989","LBP","LBP","Squamous cell lung cancer","Inverse variance weighted",9,0.0104250741453462,0.0188751174351623,0.580730245061651,0.797261693403709
"4522","ieu-a-989","LEP","LEP","Squamous cell lung cancer","Inverse variance weighted",9,0.00147958669669464,0.0206576075402437,0.942900900480756,0.974465848484159
"4523","ieu-a-989","LEPR","LEPR","Squamous cell lung cancer","Inverse variance weighted",9,-0.0358883493295847,0.015923918339858,0.0242126178878955,0.150645543111227
"4524","ieu-a-989","LGALS4","LGALS4","Squamous cell lung cancer","Inverse variance weighted",2,-0.0765284650363475,0.0382612396435307,0.0454833733911289,0.226436030302087
"4525","ieu-a-989","LGALS9","LGALS9","Squamous cell lung cancer","Inverse variance weighted",9,-0.00820192657220437,0.0179314478727659,0.647380265423911,0.834490401826277
"4527","ieu-a-989","LPO","LPO","Squamous cell lung cancer","Inverse variance weighted",2,-0.0639564964327401,0.0603927787918751,0.28959567976071,0.586236835631605
"4530","ieu-a-989","LTBP3","LTBP3","Squamous cell lung cancer","Inverse variance weighted",9,0.00378588754208168,0.0150490973192104,0.801374161980545,0.909542223721033
"4532","ieu-a-989","LY75","LY75","Squamous cell lung cancer","Inverse variance weighted",3,-0.0316511209916507,0.0358409170344078,0.377182136268527,0.656502695334091
"4533","ieu-a-989","MAEA","MAEA","Squamous cell lung cancer","Inverse variance weighted",9,-0.0498345012401089,0.017606256499911,0.00464753754092498,0.0435563108601947
"4535","ieu-a-989","MEGF9","MEGF9","Squamous cell lung cancer","Wald ratio",1,-0.0520531046595723,0.0511801494644764,0.309126543204398,0.60523610961482
"4539","ieu-a-989","MMP12","MMP12","Squamous cell lung cancer","Inverse variance weighted",9,0.047114222007513,0.0176246223031815,0.00751304049635111,0.0624973664992763
"4541","ieu-a-989","MNDA","MNDA","Squamous cell lung cancer","Inverse variance weighted",2,-0.0813838756011616,0.0374281845468359,0.0296750457044297,0.172133658709063
"4542","ieu-a-989","MOG","MOG","Squamous cell lung cancer","Inverse variance weighted",2,0.0734806561721202,0.0362654633622325,0.0427454960619081,0.219192657888232
"4543","ieu-a-989","MSLN","MSLN","Squamous cell lung cancer","Wald ratio",1,-0.116708337638186,0.0476428005647966,0.01429938752501,0.102937257631963
"4546","ieu-a-989","NCAN","NCAN","Squamous cell lung cancer","Inverse variance weighted",9,-0.0153411207993322,0.0150857646735374,0.309188177239645,0.60523610961482
"4548","ieu-a-989","NMNAT1","NMNAT1","Squamous cell lung cancer","Inverse variance weighted",2,-0.0645694027747272,0.0515682306875807,0.210527626317252,0.510852472675613
"4549","ieu-a-989","NOTCH3","NOTCH3","Squamous cell lung cancer","Wald ratio",1,-0.0843034748768812,0.049182009160726,0.0865081479212121,0.330437585426943
"4552","ieu-a-989","NPY","NPY","Squamous cell lung cancer","Wald ratio",1,-0.00811068636567138,0.0507717739435892,0.873079634081721,0.94185247749642
"4553","ieu-a-989","NSFL1C","NSFL1C","Squamous cell lung cancer","Wald ratio",1,0.0112207183937735,0.0510529324654751,0.826037845113941,0.920254681802409
"4554","ieu-a-989","NTF4","NTF4","Squamous cell lung cancer","Inverse variance weighted",9,-0.0352079211751281,0.0232644475961407,0.130183473543486,0.410782110489643
"4555","ieu-a-989","NTRK3","NTRK3","Squamous cell lung cancer","Inverse variance weighted",9,-0.0204682226464442,0.018255265089972,0.262192962195531,0.561056967503014
"4556","ieu-a-989","NXPH1","NXPH1","Squamous cell lung cancer","Inverse variance weighted",2,0.030748362228866,0.0391713373546679,0.432470596160524,0.700441978520122
"4558","ieu-a-989","ODAM","ODAM","Squamous cell lung cancer","Inverse variance weighted",9,-0.0565681431143268,0.0228954806755168,0.0134844296210024,0.0984591317580341
"4562","ieu-a-989","PADI4","PADI4","Squamous cell lung cancer","Inverse variance weighted",2,-0.0717643960782809,0.037919539502543,0.0584185401164068,0.262626183149419
"4563","ieu-a-989","PCDH1","PCDH1","Squamous cell lung cancer","Inverse variance weighted",3,0.0318564630389417,0.0350317569395338,0.363160361506882,0.648752363214294
"4564","ieu-a-989","PCSK9","PCSK9","Squamous cell lung cancer","Inverse variance weighted",9,-0.0434463685459819,0.0211539434119948,0.0399932240902999,0.209089341961856
"4565","ieu-a-989","PDCD1LG2","PDCD1LG2","Squamous cell lung cancer","Inverse variance weighted",2,-0.0260039982661487,0.0315988868667494,0.410541928920754,0.683020127671121
"4566","ieu-a-989","PDCD6","PDCD6","Squamous cell lung cancer","Inverse variance weighted",2,0.0360966602441021,0.0276984490502708,0.192505979483058,0.486025663128314
"4567","ieu-a-989","PFDN2","PFDN2","Squamous cell lung cancer","Inverse variance weighted",2,-0.0224936305824412,0.0408649178723246,0.582018539251231,0.797499459881805
"4568","ieu-a-989","PGF","PGF","Squamous cell lung cancer","Inverse variance weighted",2,-0.0074622723046325,0.0342261960875753,0.827407221934368,0.920436956127917
"4570","ieu-a-989","PIGR","PIGR","Squamous cell lung cancer","Wald ratio",1,0.0282080104694011,0.0527918173365017,0.593116401502059,0.803242966241347
"4572","ieu-a-989","PKLR","PKLR","Squamous cell lung cancer","Inverse variance weighted",3,-0.066963681060777,0.0340590487213715,0.0492864318481376,0.237930855618151
"4576","ieu-a-989","PLAUR","PLAUR","Squamous cell lung cancer","Inverse variance weighted",9,0.0240642531428114,0.0161636543884626,0.136543228459875,0.420104234412163
"4577","ieu-a-989","PLTP","PLTP","Squamous cell lung cancer","Inverse variance weighted",9,-0.0235723986374968,0.0220053691242806,0.284074461021667,0.582597775488641
"4578","ieu-a-989","PODXL2","PODXL2","Squamous cell lung cancer","Wald ratio",1,-0.0389861211557668,0.0512457209766849,0.446795458507635,0.710741086904355
"4579","ieu-a-989","PON3","PON3","Squamous cell lung cancer","Inverse variance weighted",9,-0.0256506765468301,0.0185806964478742,0.167432334001515,0.457914122466409
"4581","ieu-a-989","PRCP","PRCP","Squamous cell lung cancer","Inverse variance weighted",9,-0.00390699299468622,0.0211398426610981,0.853372918794464,0.932782498730254
"4582","ieu-a-989","PRDX1","PRDX1","Squamous cell lung cancer","Wald ratio",1,0.0652657643695974,0.0528177153287185,0.216577746592893,0.516420644065538
"4583","ieu-a-989","PRDX6","PRDX6","Squamous cell lung cancer","Inverse variance weighted",9,-0.0234018088860018,0.0169487125344051,0.167358127506258,0.457914122466409
"4584","ieu-a-989","PRSS27","PRSS27","Squamous cell lung cancer","Wald ratio",1,-0.0472033612287771,0.051775458897269,0.361929965688778,0.648112967312079
"4589","ieu-a-989","RARRES1","RARRES1","Squamous cell lung cancer","Inverse variance weighted",2,0.00600802701217674,0.0370881238244821,0.871311141835311,0.941026953648558
"4590","ieu-a-989","RARRES2","RARRES2","Squamous cell lung cancer","Wald ratio",1,0.059144126459345,0.0514426421462272,0.250263283310648,0.550422379862627
"4591","ieu-a-989","RBP5","RBP5","Squamous cell lung cancer","Inverse variance weighted",9,-0.00855105863327277,0.0154925612460193,0.580985287998684,0.797321556809982
"4592","ieu-a-989","RELT","RELT","Squamous cell lung cancer","Inverse variance weighted",9,-0.00525773599962113,0.0154538011433755,0.733688724767515,0.877690551278635
"4593","ieu-a-989","REN","REN","Squamous cell lung cancer","Inverse variance weighted",9,0.027103313235935,0.0187661090872225,0.148663267887004,0.435443009486451
"4594","ieu-a-989","RET","RET","Squamous cell lung cancer","Inverse variance weighted",9,-0.00568579041368871,0.0211059555070443,0.787627500468283,0.903710168271846
"4595","ieu-a-989","RGMA","RGMA","Squamous cell lung cancer","Wald ratio",1,0.0229658711299377,0.0495613871956469,0.643090341230019,0.831250521640551
"4597","ieu-a-989","RTN4R","RTN4R","Squamous cell lung cancer","Inverse variance weighted",2,-0.0357188729065128,0.0363168838852247,0.325344922654985,0.620091719913145
"4598","ieu-a-989","SCG2","SCG2","Squamous cell lung cancer","Inverse variance weighted",2,0.050106691868846,0.0383571753066663,0.191444231554744,0.485250930649835
"4599","ieu-a-989","SCLY","SCLY","Squamous cell lung cancer","Wald ratio",1,0.111953714226676,0.0503582325997865,0.0262059421668971,0.159249313059662
"4600","ieu-a-989","SELE","SELE","Squamous cell lung cancer","Inverse variance weighted",3,-0.00265383593721721,0.0306252950375067,0.930945720756004,0.967831924096457
"4601","ieu-a-989","SEZ6L","SEZ6L","Squamous cell lung cancer","Wald ratio",1,0.0373164583118091,0.0500177015531908,0.455628129049157,0.716810905460846
"4603","ieu-a-989","SF3B4","SF3B4","Squamous cell lung cancer","Wald ratio",1,0.0790426008196439,0.0528445087302407,0.13471670947856,0.417295073114092
"4604","ieu-a-989","SFTPA1","SFTPA1","Squamous cell lung cancer","Inverse variance weighted",9,0.0365645409681079,0.0213026919194367,0.086083700404264,0.329747438142316
"4608","ieu-a-989","SIGLEC7","SIGLEC7","Squamous cell lung cancer","Inverse variance weighted",9,-0.000109427462863538,0.0211167978525859,0.995865372534401,0.997798712192937
"4609","ieu-a-989","SLAMF1","SLAMF1","Squamous cell lung cancer","Wald ratio",1,0.0734345834624789,0.053326927712918,0.168492513390608,0.459414394927698
"4610","ieu-a-989","SLC39A5","SLC39A5","Squamous cell lung cancer","Inverse variance weighted",2,-0.0207586843486955,0.0372262410880706,0.577093112074011,0.794812890633485
"4611","ieu-a-989","SLITRK6","SLITRK6","Squamous cell lung cancer","Inverse variance weighted",2,-0.0246978746634677,0.0385310759833088,0.521531873459539,0.761414838657127
"4613","ieu-a-989","SPINK6","SPINK6","Squamous cell lung cancer","Inverse variance weighted",9,-0.0180321657678504,0.0153112948630648,0.238914825419759,0.538329970395942
"4615","ieu-a-989","ST3GAL1","ST3GAL1","Squamous cell lung cancer","Inverse variance weighted",9,-0.0244431603920971,0.0158784676796847,0.123709021205893,0.401054361472917
"4618","ieu-a-989","TFF1","TFF1","Squamous cell lung cancer","Inverse variance weighted",9,0.0209597702102264,0.0188287735996369,0.265632133605853,0.56497137507457
"4619","ieu-a-989","TFF2","TFF2","Squamous cell lung cancer","Inverse variance weighted",2,-0.00080682519678307,0.0422017032198755,0.984746725737053,0.993059063400422
"4620","ieu-a-989","TGFA","TGFA","Squamous cell lung cancer","Inverse variance weighted",9,0.0160207356097061,0.0162411654271299,0.323923273206264,0.619645886129691
"4621","ieu-a-989","TGFB1","TGFB1","Squamous cell lung cancer","Inverse variance weighted",9,0.0114450768690278,0.0159690919315018,0.473558117423234,0.726973758749673
"4625","ieu-a-989","THPO","THPO","Squamous cell lung cancer","Wald ratio",1,0.029309914936116,0.0526817508695802,0.577966126731,0.795411716077099
"4627","ieu-a-989","TNFRSF10A","TNFRSF10A","Squamous cell lung cancer","Inverse variance weighted",9,0.022172443624622,0.0143037868032405,0.121115105150541,0.396730832771244
"4628","ieu-a-989","TNFRSF10B","TNFRSF10B","Squamous cell lung cancer","Inverse variance weighted",9,0.0184283699572499,0.0200741211911096,0.358610345473325,0.646212159766598
"4629","ieu-a-989","TNFRSF11A","TNFRSF11A","Squamous cell lung cancer","Inverse variance weighted",2,-0.0181965602027198,0.0340518072335539,0.593079558255835,0.803242966241347
"4631","ieu-a-989","TNFRSF19","TNFRSF19","Squamous cell lung cancer","Inverse variance weighted",2,-0.0220996673660234,0.0361540123821362,0.541024432733906,0.771836974736697
"4634","ieu-a-989","TNFRSF21","TNFRSF21","Squamous cell lung cancer","Inverse variance weighted",2,-0.025952919729024,0.0375958744362853,0.489997393464617,0.737769647601787
"4636","ieu-a-989","TNFRSF6B","TNFRSF6B","Squamous cell lung cancer","Inverse variance weighted",2,-0.0394989971390726,0.0366175399530082,0.280725665335796,0.58036620429326
"4640","ieu-a-989","TREML2","TREML2","Squamous cell lung cancer","Inverse variance weighted",2,-0.047902550815311,0.0374379618320592,0.200714660311041,0.497797180939265
"4642","ieu-a-989","UBAC1","UBAC1","Squamous cell lung cancer","Wald ratio",1,-0.0138778110686366,0.05102386610187,0.785632274382681,0.903219742149622
"4643","ieu-a-989","ULBP2","ULBP2","Squamous cell lung cancer","Inverse variance weighted",9,-0.011473854868294,0.0151520631738072,0.448901877762479,0.712431894753057
"4644","ieu-a-989","UMOD","UMOD","Squamous cell lung cancer","Inverse variance weighted",9,-0.0149126081303769,0.0159860701546172,0.35089733765068,0.63757831420081
"4645","ieu-a-989","VCAN","VCAN","Squamous cell lung cancer","Inverse variance weighted",9,-0.0210167224625321,0.0191086047324659,0.271394665417184,0.570587199859119
